mcc,industry,avg_invoice_size,monthly_txn_count,annual_payment_volume,supplier_margin_profile,payment_speed_preference,card_acceptance_history,reconciliation_complexity,geography,currency,servicing_cost,vendor_id,offer_rate_bps,offer_settlement,offer_fee_cap,accepted
7392,professional_services,1773.24,9,909739.29,healthy,standard,accepted,high,domestic,USD,high,V004133,220,same_day,none,1
7392,professional_services,1773.24,9,909739.29,healthy,standard,accepted,high,domestic,USD,high,V004133,80,next_day,none,1
5085,industrial,8330.07,3,6560044.42,moderate,fast,rejected,medium,domestic,USD,low,V004134,280,next_day,none,0
5085,industrial,8330.07,3,6560044.42,moderate,fast,rejected,medium,domestic,USD,low,V004134,280,next_day,capped,0
5169,chemicals,712.11,13,732456.95,moderate,standard,rejected,high,domestic,USD,medium,V004135,150,same_day,capped,0
5169,chemicals,712.11,13,732456.95,moderate,standard,rejected,high,domestic,USD,medium,V004135,220,same_day,none,0
5065,industrial,603.88,10,1523075.34,healthy,fast,accepted,medium,domestic,USD,low,V004136,220,same_day,none,1
5065,industrial,603.88,10,1523075.34,healthy,fast,accepted,medium,domestic,USD,low,V004136,280,same_day,none,1
5734,software,1467.23,13,4278901.04,thin,standard,accepted,high,cross_border,GBP,high,V004137,280,next_day,capped,1
5734,software,1467.23,13,4278901.04,thin,standard,accepted,high,cross_border,GBP,high,V004137,220,next_day,capped,1
5199,industrial,376.22,20,188410.21,moderate,immediate,never_offered,medium,cross_border,other,medium,V004138,80,next_day,capped,1
5199,industrial,376.22,20,188410.21,moderate,immediate,never_offered,medium,cross_border,other,medium,V004138,80,next_day,none,0
5111,office_supplies,192.32,13,238649.8,thin,standard,accepted,low,domestic,USD,medium,V004139,220,next_day,capped,1
5111,office_supplies,192.32,13,238649.8,thin,standard,accepted,low,domestic,USD,medium,V004139,80,same_day,none,1
7372,it_services,3872.27,21,18486308.67,moderate,fast,accepted,medium,domestic,USD,medium,V004140,150,next_day,none,1
7372,it_services,3872.27,21,18486308.67,moderate,fast,accepted,medium,domestic,USD,medium,V004140,220,same_day,none,1
5169,chemicals,1749.63,4,1027958.26,thin,standard,never_offered,high,domestic,USD,low,V004141,220,same_day,none,0
5169,chemicals,1749.63,4,1027958.26,thin,standard,never_offered,high,domestic,USD,low,V004141,280,next_day,none,0
8911,engineering,3696.19,10,8273775.45,healthy,immediate,rejected,low,domestic,USD,low,V004142,150,next_day,none,0
8911,engineering,3696.19,10,8273775.45,healthy,immediate,rejected,low,domestic,USD,low,V004142,80,next_day,capped,0
8911,engineering,15516.79,16,67548730.13,healthy,standard,accepted,high,domestic,USD,medium,V004143,150,same_day,capped,1
8911,engineering,15516.79,16,67548730.13,healthy,standard,accepted,high,domestic,USD,medium,V004143,150,same_day,none,1
5211,construction,3317.28,7,3937651.88,thin,fast,rejected,low,domestic,USD,low,V004144,220,next_day,capped,0
5211,construction,3317.28,7,3937651.88,thin,fast,rejected,low,domestic,USD,low,V004144,150,next_day,none,0
7392,professional_services,1411.13,9,2330746.83,moderate,standard,never_offered,medium,domestic,USD,low,V004145,150,next_day,capped,1
7392,professional_services,1411.13,9,2330746.83,moderate,standard,never_offered,medium,domestic,USD,low,V004145,220,next_day,capped,1
7392,professional_services,29367.91,33,61871759.32,healthy,fast,accepted,high,domestic,USD,medium,V004146,280,same_day,capped,1
7392,professional_services,29367.91,33,61871759.32,healthy,fast,accepted,high,domestic,USD,medium,V004146,220,same_day,none,1
5085,industrial,1529.28,10,2370273.68,thin,fast,accepted,medium,domestic,USD,low,V004147,220,same_day,none,1
5085,industrial,1529.28,10,2370273.68,thin,fast,accepted,medium,domestic,USD,low,V004147,280,same_day,none,0
5122,pharma,699.71,16,2929939.45,thin,fast,rejected,high,cross_border,EUR,medium,V004148,150,next_day,capped,0
5122,pharma,699.71,16,2929939.45,thin,fast,rejected,high,cross_border,EUR,medium,V004148,280,next_day,capped,0
5172,fuel_energy,2987.0,12,1242725.31,moderate,standard,accepted,medium,domestic,USD,low,V004149,280,same_day,none,1
5172,fuel_energy,2987.0,12,1242725.31,moderate,standard,accepted,medium,domestic,USD,low,V004149,80,same_day,none,1
7372,it_services,20878.91,8,33502065.24,moderate,immediate,accepted,medium,cross_border,GBP,low,V004150,280,same_day,none,1
7372,it_services,20878.91,8,33502065.24,moderate,immediate,accepted,medium,cross_border,GBP,low,V004150,280,same_day,capped,1
5169,chemicals,1472.35,15,2601350.96,thin,standard,never_offered,medium,domestic,USD,low,V004151,80,next_day,capped,1
5169,chemicals,1472.35,15,2601350.96,thin,standard,never_offered,medium,domestic,USD,low,V004151,80,next_day,capped,1
7392,professional_services,7268.28,4,3656741.42,thin,fast,never_offered,medium,cross_border,EUR,low,V004152,80,next_day,capped,1
7392,professional_services,7268.28,4,3656741.42,thin,fast,never_offered,medium,cross_border,EUR,low,V004152,150,same_day,capped,1
5065,industrial,153.77,12,226956.89,healthy,standard,accepted,medium,domestic,USD,medium,V004153,220,next_day,none,1
5065,industrial,153.77,12,226956.89,healthy,standard,accepted,medium,domestic,USD,medium,V004153,150,next_day,capped,0
5169,chemicals,281.93,26,104288.42,thin,immediate,accepted,low,domestic,USD,medium,V004154,220,same_day,none,1
5169,chemicals,281.93,26,104288.42,thin,immediate,accepted,low,domestic,USD,medium,V004154,280,next_day,none,0
5172,fuel_energy,3666.03,6,1288246.81,thin,fast,never_offered,low,domestic,USD,medium,V004155,280,next_day,capped,0
5172,fuel_energy,3666.03,6,1288246.81,thin,fast,never_offered,low,domestic,USD,medium,V004155,150,same_day,none,0
5085,industrial,1401.78,25,5726719.74,moderate,immediate,accepted,high,domestic,USD,low,V004156,80,same_day,capped,1
5085,industrial,1401.78,25,5726719.74,moderate,immediate,accepted,high,domestic,USD,low,V004156,280,next_day,none,1
5211,construction,3388.56,5,575718.03,moderate,fast,never_offered,low,cross_border,USD,medium,V004157,80,same_day,none,1
5211,construction,3388.56,5,575718.03,moderate,fast,never_offered,low,cross_border,USD,medium,V004157,220,next_day,none,1
5169,chemicals,1707.28,5,2549124.25,moderate,standard,rejected,high,domestic,USD,low,V004158,80,same_day,capped,0
5169,chemicals,1707.28,5,2549124.25,moderate,standard,rejected,high,domestic,USD,low,V004158,220,next_day,capped,0
5065,industrial,272.11,1,61166.81,thin,fast,accepted,medium,cross_border,USD,low,V004159,150,same_day,none,0
5065,industrial,272.11,1,61166.81,thin,fast,accepted,medium,cross_border,USD,low,V004159,80,next_day,none,1
5065,industrial,1048.85,5,1257743.15,thin,standard,rejected,medium,domestic,USD,medium,V004160,280,next_day,capped,0
5065,industrial,1048.85,5,1257743.15,thin,standard,rejected,medium,domestic,USD,medium,V004160,150,same_day,none,0
5734,software,399.87,15,216735.04,healthy,fast,never_offered,high,domestic,USD,medium,V004161,280,same_day,capped,1
5734,software,399.87,15,216735.04,healthy,fast,never_offered,high,domestic,USD,medium,V004161,150,same_day,capped,1
4214,freight_logistics,13330.92,20,78311154.61,thin,standard,never_offered,low,domestic,USD,low,V004162,220,next_day,none,1
4214,freight_logistics,13330.92,20,78311154.61,thin,standard,never_offered,low,domestic,USD,low,V004162,150,same_day,capped,0
7372,it_services,8322.66,21,34562847.8,moderate,fast,never_offered,medium,domestic,USD,low,V004163,280,same_day,capped,1
7372,it_services,8322.66,21,34562847.8,moderate,fast,never_offered,medium,domestic,USD,low,V004163,150,next_day,capped,1
5169,chemicals,10220.02,17,9305837.58,moderate,fast,rejected,high,domestic,USD,low,V004164,280,next_day,none,0
5169,chemicals,10220.02,17,9305837.58,moderate,fast,rejected,high,domestic,USD,low,V004164,280,next_day,none,1
5085,industrial,4905.24,11,14559081.55,healthy,standard,rejected,medium,domestic,USD,high,V004165,280,next_day,capped,1
5085,industrial,4905.24,11,14559081.55,healthy,standard,rejected,medium,domestic,USD,high,V004165,80,next_day,none,1
5172,fuel_energy,6067.31,34,42421062.91,healthy,standard,rejected,medium,domestic,USD,low,V004166,220,same_day,capped,0
5172,fuel_energy,6067.31,34,42421062.91,healthy,standard,rejected,medium,domestic,USD,low,V004166,80,next_day,none,1
4214,freight_logistics,20415.76,7,36650801.8,thin,standard,rejected,low,domestic,USD,low,V004167,220,next_day,capped,0
4214,freight_logistics,20415.76,7,36650801.8,thin,standard,rejected,low,domestic,USD,low,V004167,220,next_day,none,0
5137,office_supplies,952.6,11,2127753.25,moderate,standard,never_offered,low,domestic,USD,medium,V004168,80,same_day,none,1
5137,office_supplies,952.6,11,2127753.25,moderate,standard,never_offered,low,domestic,USD,medium,V004168,280,next_day,capped,0
5211,construction,4434.27,4,696187.95,thin,immediate,rejected,medium,domestic,USD,low,V004169,80,same_day,none,1
5211,construction,4434.27,4,696187.95,thin,immediate,rejected,medium,domestic,USD,low,V004169,280,next_day,capped,0
5211,construction,1382.08,10,3344318.41,thin,standard,never_offered,low,cross_border,GBP,low,V004170,220,same_day,capped,0
5211,construction,1382.08,10,3344318.41,thin,standard,never_offered,low,cross_border,GBP,low,V004170,150,same_day,capped,1
5085,industrial,689.84,11,672785.61,healthy,immediate,rejected,low,domestic,USD,medium,V004171,280,same_day,capped,0
5085,industrial,689.84,11,672785.61,healthy,immediate,rejected,low,domestic,USD,medium,V004171,150,same_day,none,1
5085,industrial,3269.46,5,2716716.18,moderate,standard,accepted,medium,cross_border,EUR,medium,V004172,80,next_day,capped,1
5085,industrial,3269.46,5,2716716.18,moderate,standard,accepted,medium,cross_border,EUR,medium,V004172,150,same_day,none,1
5169,chemicals,9578.67,26,55141255.8,moderate,fast,rejected,medium,domestic,USD,medium,V004173,280,same_day,none,1
5169,chemicals,9578.67,26,55141255.8,moderate,fast,rejected,medium,domestic,USD,medium,V004173,150,next_day,capped,0
4214,freight_logistics,33973.05,40,147578214.23,thin,standard,never_offered,medium,cross_border,USD,low,V004174,280,next_day,none,0
4214,freight_logistics,33973.05,40,147578214.23,thin,standard,never_offered,medium,cross_border,USD,low,V004174,150,next_day,capped,1
7399,professional_services,805.01,10,360275.46,moderate,standard,never_offered,low,domestic,USD,medium,V004175,220,same_day,capped,1
7399,professional_services,805.01,10,360275.46,moderate,standard,never_offered,low,domestic,USD,medium,V004175,80,next_day,none,1
5111,office_supplies,389.4,6,45192.82,moderate,standard,accepted,medium,domestic,USD,medium,V004176,280,same_day,none,1
5111,office_supplies,389.4,6,45192.82,moderate,standard,accepted,medium,domestic,USD,medium,V004176,220,next_day,none,1
7372,it_services,5801.54,16,564990.56,healthy,standard,accepted,medium,domestic,USD,medium,V004177,280,next_day,capped,1
7372,it_services,5801.54,16,564990.56,healthy,standard,accepted,medium,domestic,USD,medium,V004177,150,same_day,none,1
5085,industrial,2971.02,8,2179016.44,thin,immediate,accepted,high,cross_border,GBP,medium,V004178,280,same_day,none,0
5085,industrial,2971.02,8,2179016.44,thin,immediate,accepted,high,cross_border,GBP,medium,V004178,220,next_day,none,0
7392,professional_services,3681.25,22,4870448.68,thin,fast,never_offered,low,domestic,USD,medium,V004179,280,next_day,capped,0
7392,professional_services,3681.25,22,4870448.68,thin,fast,never_offered,low,domestic,USD,medium,V004179,150,next_day,capped,0
5085,industrial,309.11,3,271200.37,moderate,fast,accepted,medium,domestic,USD,low,V004180,220,same_day,capped,1
5085,industrial,309.11,3,271200.37,moderate,fast,accepted,medium,domestic,USD,low,V004180,280,next_day,none,1
7372,it_services,915.26,7,1059110.01,moderate,fast,accepted,medium,domestic,USD,low,V004181,220,same_day,none,1
7372,it_services,915.26,7,1059110.01,moderate,fast,accepted,medium,domestic,USD,low,V004181,150,next_day,capped,1
5199,industrial,122.49,11,342797.84,moderate,fast,rejected,low,domestic,USD,medium,V004182,280,same_day,capped,0
5199,industrial,122.49,11,342797.84,moderate,fast,rejected,low,domestic,USD,medium,V004182,220,same_day,none,0
5172,fuel_energy,1541.65,12,2041351.52,healthy,standard,accepted,medium,domestic,USD,low,V004183,80,next_day,capped,1
5172,fuel_energy,1541.65,12,2041351.52,healthy,standard,accepted,medium,domestic,USD,low,V004183,80,same_day,none,1
8911,engineering,1560.48,13,4523471.55,moderate,standard,accepted,medium,domestic,USD,low,V004184,150,same_day,none,1
8911,engineering,1560.48,13,4523471.55,moderate,standard,accepted,medium,domestic,USD,low,V004184,80,next_day,none,1
5065,industrial,701.04,42,602228.7,thin,fast,accepted,low,domestic,USD,low,V004185,80,same_day,none,1
5065,industrial,701.04,42,602228.7,thin,fast,accepted,low,domestic,USD,low,V004185,150,next_day,none,0
4214,freight_logistics,8359.3,15,12075763.39,thin,immediate,never_offered,low,domestic,USD,low,V004186,280,next_day,none,0
4214,freight_logistics,8359.3,15,12075763.39,thin,immediate,never_offered,low,domestic,USD,low,V004186,150,same_day,none,1
5137,office_supplies,366.02,4,108089.82,thin,immediate,never_offered,medium,domestic,USD,low,V004187,220,same_day,none,0
5137,office_supplies,366.02,4,108089.82,thin,immediate,never_offered,medium,domestic,USD,low,V004187,280,same_day,capped,0
5169,chemicals,3776.37,8,5112658.53,moderate,fast,rejected,low,domestic,USD,medium,V004188,220,same_day,none,0
5169,chemicals,3776.37,8,5112658.53,moderate,fast,rejected,low,domestic,USD,medium,V004188,150,same_day,capped,1
7392,professional_services,7652.46,10,14465774.33,thin,immediate,never_offered,high,domestic,USD,low,V004189,150,same_day,none,0
7392,professional_services,7652.46,10,14465774.33,thin,immediate,never_offered,high,domestic,USD,low,V004189,80,next_day,capped,1
5122,pharma,922.11,12,1405418.93,healthy,standard,rejected,high,cross_border,CAD,medium,V004190,80,next_day,capped,1
5122,pharma,922.11,12,1405418.93,healthy,standard,rejected,high,cross_border,CAD,medium,V004190,150,next_day,none,1
5122,pharma,1358.09,14,3140958.06,moderate,immediate,rejected,medium,domestic,USD,high,V004191,220,next_day,capped,0
5122,pharma,1358.09,14,3140958.06,moderate,immediate,rejected,medium,domestic,USD,high,V004191,150,next_day,none,1
5734,software,1499.59,8,2333571.55,moderate,standard,accepted,medium,domestic,USD,low,V004192,80,next_day,capped,1
5734,software,1499.59,8,2333571.55,moderate,standard,accepted,medium,domestic,USD,low,V004192,220,next_day,capped,1
7392,professional_services,7716.35,5,7189826.39,moderate,fast,accepted,medium,domestic,USD,low,V004193,280,next_day,capped,1
7392,professional_services,7716.35,5,7189826.39,moderate,fast,accepted,medium,domestic,USD,low,V004193,280,next_day,capped,1
5169,chemicals,1441.8,15,539560.1,thin,standard,never_offered,low,domestic,USD,medium,V004194,150,next_day,none,0
5169,chemicals,1441.8,15,539560.1,thin,standard,never_offered,low,domestic,USD,medium,V004194,80,next_day,capped,0
7392,professional_services,17977.52,4,14683234.11,moderate,immediate,never_offered,low,domestic,USD,low,V004195,150,next_day,capped,1
7392,professional_services,17977.52,4,14683234.11,moderate,immediate,never_offered,low,domestic,USD,low,V004195,280,same_day,capped,1
5065,industrial,395.57,4,215198.43,thin,standard,never_offered,low,domestic,USD,medium,V004196,150,next_day,none,0
5065,industrial,395.57,4,215198.43,thin,standard,never_offered,low,domestic,USD,medium,V004196,80,next_day,none,0
5085,industrial,454.7,23,1048471.26,moderate,fast,rejected,medium,domestic,USD,low,V004197,280,same_day,none,0
5085,industrial,454.7,23,1048471.26,moderate,fast,rejected,medium,domestic,USD,low,V004197,280,same_day,none,1
5137,office_supplies,1252.41,17,3175099.7,moderate,standard,accepted,low,cross_border,EUR,low,V004198,80,same_day,capped,1
5137,office_supplies,1252.41,17,3175099.7,moderate,standard,accepted,low,cross_border,EUR,low,V004198,80,same_day,capped,1
4214,freight_logistics,9377.03,3,817911.25,thin,standard,never_offered,medium,domestic,USD,low,V004199,280,next_day,capped,1
4214,freight_logistics,9377.03,3,817911.25,thin,standard,never_offered,medium,domestic,USD,low,V004199,80,next_day,capped,0
5199,industrial,785.67,19,3188463.55,moderate,standard,rejected,low,cross_border,GBP,high,V004200,220,next_day,none,0
5199,industrial,785.67,19,3188463.55,moderate,standard,rejected,low,cross_border,GBP,high,V004200,80,next_day,capped,1
4214,freight_logistics,1769.16,24,9423554.91,moderate,fast,rejected,low,domestic,USD,medium,V004201,150,same_day,capped,0
4214,freight_logistics,1769.16,24,9423554.91,moderate,fast,rejected,low,domestic,USD,medium,V004201,220,same_day,none,0
7399,professional_services,11026.41,12,22938256.47,moderate,fast,rejected,medium,cross_border,GBP,low,V004202,280,next_day,none,0
7399,professional_services,11026.41,12,22938256.47,moderate,fast,rejected,medium,cross_border,GBP,low,V004202,280,next_day,none,1
